concept_id,concept_name,concept_code,vocabulary_id,location
760013,Open fracture of phalanx of little finger of left hand,10823931000119108,SNOMED,hand
760014,Open fracture of phalanx of middle finger of left hand,10823971000119106,SNOMED,hand
765295,Open fracture of phalanx of ring finger of left hand,10824011000119101,SNOMED,hand
760015,Open fracture of proximal phalanx of left thumb,10824051000119100,SNOMED,hand
760016,Open fracture of distal phalanx of thumb of left hand,10824091000119105,SNOMED,hand
760017,Open fracture of phalanx of thumb of left hand,10824131000119107,SNOMED,hand
765296,Open bimalleolar fracture of left ankle,10824561000119107,SNOMED,lowleg_ankle
760018,Open fracture of fourth metacarpal bone of right hand,10825081000119106,SNOMED,hand
760019,Open fracture of distal phalanx of great toe of right foot,10826081000119101,SNOMED,foot
760020,Open fracture of right hand,10827521000119108,SNOMED,hand
760021,Open fracture of right forearm,10827641000119101,SNOMED,forearm_wrist
760022,Open fracture of neck of metacarpal bone of left hand,10828281000119108,SNOMED,hand
760023,Open fracture of anatomical neck of proximal right humerus,10828481000119107,SNOMED,humerus_elbow
36686099,Open fracture of surgical neck of right humerus,10828521000119107,SNOMED,humerus_elbow
760024,Open fracture of greater tubercule of right humerus,10828601000119102,SNOMED,humerus_elbow
36686100,Open fracture of shaft of right humerus,10828801000119101,SNOMED,humerus_elbow
760025,Open supracondylar fracture of right humerus,10828961000119107,SNOMED,humerus_elbow
760026,Open fracture of lateral condyle of right humerus,10829161000119100,SNOMED,humerus_elbow
760027,Open fracture of head of right radius,10829201000119105,SNOMED,forearm_wrist
760029,Open fracture of right humerus,10829321000119107,SNOMED,humerus_elbow
760033,Open fracture of middle phalanx of ring finger of right hand,10830201000119104,SNOMED,hand
760035,Open fracture of distal phalanx of ring finger of right hand,10830441000119101,SNOMED,hand
765297,Open fracture of proximal phalanx of ring finger of right hand,10830701000119107,SNOMED,hand
760036,Open fracture of phalanx of ring finger of right hand,10830781000119104,SNOMED,hand
36686101,Open fracture of shaft of right radius,10831141000119102,SNOMED,forearm_wrist
760041,Open fracture of navicular bone of right wrist,10831381000119109,SNOMED,hand
760043,Open trimalleolar fracture of right ankle,10832021000119101,SNOMED,lowleg_ankle
760044,Open fracture of shaft of right tibia,10832141000119106,SNOMED,lowleg_ankle
760046,Open fracture of right tibia,10832341000119109,SNOMED,lowleg_ankle
760048,Open fracture of one right rib,10832421000119108,SNOMED,rib_thorax
760049,Open fracture of coronoid process of right ulna,10832461000119103,SNOMED,forearm_wrist
760050,Open fracture of shaft of right ulna,10832501000119103,SNOMED,forearm_wrist
765105,Open fracture of right ulna,10832541000119101,SNOMED,forearm_wrist
765299,Open fracture of shaft of metacarpus of left thumb,10832661000119101,SNOMED,hand
760051,Open fracture of shaft of fourth metacarpal bone of left hand,10832741000119105,SNOMED,hand
765106,Open fracture of metacarpal bone of left thumb,10832901000119106,SNOMED,hand
760053,Open fracture of fourth metacarpal bone of left hand,10832941000119108,SNOMED,hand
760055,Open fracture of greater tubercule of left humerus,10833061000119103,SNOMED,humerus_elbow
760056,Open fracture of shaft of left humerus,10833141000119103,SNOMED,humerus_elbow
765107,Open supracondylar fracture of left humerus,10833221000119100,SNOMED,humerus_elbow
760057,Open fracture of lateral condyle of left humerus,10833341000119100,SNOMED,humerus_elbow
760058,Open fracture of left humerus,10833421000119101,SNOMED,humerus_elbow
760059,Open fracture of right talus,10833621000119103,SNOMED,foot
760060,Open fracture of fifth metatarsal bone of left foot,10833701000119101,SNOMED,foot
760062,Open fracture of metaphysis of fifth metatarsal bone of left foot,10833741000119104,SNOMED,foot
760063,Open fracture of first metatarsal bone of left foot,10833781000119109,SNOMED,foot
760064,Open fracture of fourth metatarsal bone of left foot,10833821000119104,SNOMED,foot
760066,Open fracture of proximal phalanx of great toe of left foot,10834021000119105,SNOMED,foot
760067,Open fracture of phalanx of great toe of left foot,10834061000119100,SNOMED,foot
760068,Open fracture of distal phalanx of great toe of left foot,10834101000119102,SNOMED,foot
760069,Open fracture of phalanx of right foot,10834141000119100,SNOMED,foot
760070,Open fracture of left foot,10834181000119105,SNOMED,foot
760071,Open fracture of distal phalanx of index finger of right hand,10834501000119108,SNOMED,hand
760072,Open fracture of phalanx of finger of left hand,10834581000119100,SNOMED,hand
760073,Open fracture of phalanx of index finger of right hand,10834621000119100,SNOMED,hand
760074,Open fracture of proximal phalanx of right thumb,10834681000119101,SNOMED,hand
760075,Open fracture of distal phalanx of right thumb,10834741000119101,SNOMED,hand
760076,Open fracture of left hand,10834781000119106,SNOMED,hand
760077,Open fracture of left forearm,10834901000119100,SNOMED,forearm_wrist
760078,Open fracture of right wrist,10835101000119101,SNOMED,forearm_wrist
760079,Open fracture of phalanx of thumb of right hand,10835221000119101,SNOMED,hand
765108,Open bimalleolar fracture of right ankle,10836701000119109,SNOMED,lowleg_ankle
760087,Open fracture of medial malleolus of right tibia,10836741000119106,SNOMED,lowleg_ankle
760088,Open fracture of upper end of left tibia,10836821000119106,SNOMED,lowleg_ankle
36686102,Open fracture of one left rib,10836861000119101,SNOMED,rib_thorax
760089,Open fracture of multiple left ribs,10836901000119107,SNOMED,rib_thorax
760090,Open fracture of proximal end of left ulna,10836941000119109,SNOMED,forearm_wrist
765306,Open fracture of olecranon of left ulna,10836981000119104,SNOMED,forearm_wrist
760092,Open fracture of right lateral malleolus of fibula,10837021000119104,SNOMED,lowleg_ankle
760094,Open fracture of second metacarpal bone of left hand,10837221000119107,SNOMED,hand
765307,Open fracture of third metacarpal bone of left hand,10837261000119102,SNOMED,hand
760095,Open fracture of proximal left humerus,10837301000119105,SNOMED,humerus_elbow
760096,Open fracture of shaft of right clavicle,10837381000119102,SNOMED,clav_scap
760097,Open fracture of left talus,10837501000119101,SNOMED,foot
760098,Open fracture of right ankle,10837541000119104,SNOMED,lowleg_ankle
760099,Open fracture of third metatarsal bone of left foot,10837701000119106,SNOMED,foot
760100,Open fracture of right calcaneus,10837861000119103,SNOMED,foot
760101,Open fracture of proximal phalanx of right great toe,10837941000119106,SNOMED,foot
760102,Open fracture of great toe of right foot,10837981000119101,SNOMED,foot
765308,Open subcapital fracture of left femur,10838021000119103,SNOMED,hip_femur
760103,Open fracture of midcervical section of left femur,10838061000119108,SNOMED,hip_femur
4077777,Closed reduction of fracture of knee,179160000,SNOMED,knee
36686103,Open fracture of head of left radius,10838141000119108,SNOMED,forearm_wrist
760105,Open fracture of shaft of left radius,10838181000119103,SNOMED,forearm_wrist
760106,Open fracture of neck of left radius,10838221000119106,SNOMED,forearm_wrist
760107,Open fracture of proximal end of left radius,10838261000119101,SNOMED,forearm_wrist
760108,Open fracture of left radius,10838301000119109,SNOMED,forearm_wrist
760109,Open fracture of navicular bone of left wrist,10838341000119106,SNOMED,hand
760110,Open fracture of left wrist,10838381000119101,SNOMED,forearm_wrist
760114,Open bicondylar fracture of upper end of left tibia,10840411000119101,SNOMED,lowleg_ankle
760117,Open fracture of second metatarsal bone of right foot,10842141000119107,SNOMED,foot
4031425,Fracture of ethmoid sinus,10859002,SNOMED,skull_face
35610063,Spiral fracture of bone,1089191000000102,SNOMED,site_unspec
35610064,Greenstick fracture of bone,1089201000000100,SNOMED,site_unspec
40308281,Closed reduction - zygomatic fracture,150025000,SNOMED,skull_face
760171,Open fracture of base of metacarpal bone of left thumb,10897911000119102,SNOMED,hand
760172,Open fracture of base of metacarpal bone of right thumb,10897951000119101,SNOMED,hand
765324,Closed fracture of epiphyseal plate of distal right ulna,10923321000119104,SNOMED,forearm_wrist
760212,Closed fracture of epiphyseal plate of distal left ulna,10923361000119109,SNOMED,forearm_wrist
760213,Closed fracture of epiphysis of distal right femur,10923401000119100,SNOMED,hip_femur
760214,Closed fracture of epiphysis of distal left femur,10923441000119103,SNOMED,hip_femur
760215,Closed fracture of epiphyseal plate of distal end of right femur,10923481000119108,SNOMED,hip_femur
764997,Closed fracture of epiphyseal plate of distal end of left femur,10923521000119108,SNOMED,hip_femur
760216,Closed fracture of proximal epiphysis of right femur,10923561000119103,SNOMED,hip_femur
760217,Closed fracture of proximal epiphysis of left femur,10923601000119103,SNOMED,hip_femur
760218,Closed fracture of base of first metacarpal bone of right hand,10923641000119101,SNOMED,hand
760219,Closed fracture of base of first metacarpal bone of left hand,10923681000119106,SNOMED,hand
764998,Closed fracture of base of right second metacarpal,10923721000119100,SNOMED,hand
760220,Closed fracture of base of left second metacarpal,10923761000119105,SNOMED,hand
760221,Closed fracture of base of right third metacarpal,10923801000119102,SNOMED,hand
760222,Closed fracture of base of left third metacarpal,10923841000119100,SNOMED,hand
760223,Closed fracture of base of right fourth metacarpal,10923881000119105,SNOMED,hand
760224,Closed fracture of base of left fourth metacarpal,10923921000119103,SNOMED,hand
760225,Closed fracture of base of right fifth metacarpal,10923961000119108,SNOMED,hand
765325,Closed fracture of base of left fifth metacarpal,10924001000119109,SNOMED,hand
760226,Closed fracture of epiphyseal plate of proximal right humerus,10924041000119106,SNOMED,humerus_elbow
765326,Closed fracture of epiphyseal plate of proximal left humerus,10924081000119101,SNOMED,humerus_elbow
760227,Closed fracture of epiphyseal plate of phalanx of right thumb,10924121000119104,SNOMED,hand
760228,Closed fracture of epiphyseal plate of phalanx of left thumb,10924161000119109,SNOMED,hand
760229,Closed fracture of epiphyseal plate of phalanx of finger of right hand,10924201000119104,SNOMED,hand
760230,Closed fracture of epiphyseal plate of phalanx of finger of left hand,10924241000119102,SNOMED,hand
760231,Closed trimalleolar fracture of right ankle,10924281000119107,SNOMED,lowleg_ankle
760232,Closed trimalleolar fracture of left ankle,10924321000119102,SNOMED,lowleg_ankle
760233,Closed bimalleolar fracture of right ankle,10924361000119107,SNOMED,lowleg_ankle
760234,Closed bimalleolar fracture of left ankle,10924401000119103,SNOMED,lowleg_ankle
765327,Closed fracture of medial malleolus of right distal tibia,10924441000119101,SNOMED,lowleg_ankle
760235,Closed fracture of medial malleolus of left distal tibia,10924481000119106,SNOMED,lowleg_ankle
760236,Closed fracture of distal end of right tibia,10924521000119106,SNOMED,lowleg_ankle
760237,Closed fracture of distal end of left tibia,10924561000119101,SNOMED,lowleg_ankle
760238,Closed fracture of epiphyseal plate of distal end of right tibia,10924601000119101,SNOMED,lowleg_ankle
760239,Closed fracture of epiphyseal plate of distal end of left tibia,10924641000119104,SNOMED,lowleg_ankle
760240,Closed fracture of tuberosity of right tibia,10924681000119109,SNOMED,lowleg_ankle
760241,Closed fracture of tuberosity of left tibia,10924721000119103,SNOMED,lowleg_ankle
760242,Closed fracture of lateral condyle of proximal right tibia,10924761000119108,SNOMED,lowleg_ankle
760243,Closed fracture of lateral condyle of proximal left tibia,10924801000119100,SNOMED,lowleg_ankle
760244,Closed fracture of medial condyle of right proximal tibia,10924841000119103,SNOMED,lowleg_ankle
760245,Closed fracture of medial condyle of proximal left tibia,10924881000119108,SNOMED,lowleg_ankle
760246,Closed bicondylar fracture of plateau of right tibia,10924921000119101,SNOMED,lowleg_ankle
760247,Closed fracture of right tibial plateau,10925001000119105,SNOMED,lowleg_ankle
760248,Closed fracture of left tibial plateau,10925041000119107,SNOMED,lowleg_ankle
760249,Closed fracture of left tibial spine,10925121000119100,SNOMED,lowleg_ankle
760250,Closed fracture of proximal end of right tibia,10925161000119105,SNOMED,lowleg_ankle
760251,Closed fracture of proximal end of left tibia,10925201000119100,SNOMED,lowleg_ankle
760252,Closed fracture of epiphyseal plate of proximal right tibia,10925241000119103,SNOMED,lowleg_ankle
760253,Closed fracture of epiphyseal plate of proximal left tibia,10925281000119108,SNOMED,lowleg_ankle
760254,Closed fracture of shaft of right tibia,10925321000119103,SNOMED,lowleg_ankle
764999,Closed fracture of shaft of left tibia,10925361000119108,SNOMED,lowleg_ankle
760255,Closed fracture of right tibia,10925401000119104,SNOMED,lowleg_ankle
760256,Closed fracture of left tibia,10925441000119102,SNOMED,lowleg_ankle
760257,Closed fracture of single right rib,10925481000119107,SNOMED,rib_thorax
760258,Closed fracture of single left rib,10925521000119107,SNOMED,rib_thorax
760259,Closed fracture of multiple right ribs,10925561000119102,SNOMED,rib_thorax
760260,Closed fracture of multiple left ribs,10925601000119102,SNOMED,rib_thorax
765000,Closed fracture of multiple left and right ribs,10925641000119100,SNOMED,rib_thorax
760261,Closed fracture of coronoid process of right ulna,10925681000119105,SNOMED,forearm_wrist
760262,Closed fracture of coronoid process of left ulna,10925721000119104,SNOMED,forearm_wrist
760263,Closed fracture of distal end of right ulna,10925761000119109,SNOMED,forearm_wrist
760264,Closed fracture of distal end of left ulna,10925801000119101,SNOMED,forearm_wrist
760265,Closed fracture of shaft of right ulna,10925841000119104,SNOMED,forearm_wrist
760266,Closed fracture of shaft of left ulna,10925881000119109,SNOMED,forearm_wrist
760267,Closed fracture of olecranon process of right ulna,10925921000119102,SNOMED,forearm_wrist
760268,Closed fracture of olecranon process of left ulna,10925961000119107,SNOMED,forearm_wrist
760269,Closed fracture of proximal end of right ulna,10926001000119104,SNOMED,forearm_wrist
760270,Closed fracture of proximal end of left ulna,10926041000119102,SNOMED,forearm_wrist
760271,Closed fracture of right ulna,10926081000119107,SNOMED,forearm_wrist
765328,Closed fracture of left ulna,10926121000119109,SNOMED,forearm_wrist
760273,Closed fracture of lateral malleolus of right fibula,10926161000119104,SNOMED,lowleg_ankle
760274,Closed fracture of lateral malleolus of left fibula,10926201000119109,SNOMED,lowleg_ankle
760275,Closed fracture of distal right fibula,10926241000119106,SNOMED,lowleg_ankle
760276,Closed fracture of distal left fibula,10926281000119101,SNOMED,lowleg_ankle
760277,Closed fracture of epiphyseal plate of distal right fibula,10926321000119106,SNOMED,lowleg_ankle
760278,Closed fracture of epiphyseal plate of distal left fibula,10926361000119101,SNOMED,lowleg_ankle
760279,Closed fracture of shaft of right fibula,10926401000119105,SNOMED,lowleg_ankle
760280,Closed fracture of shaft of left fibula,10926441000119107,SNOMED,lowleg_ankle
760281,Closed fracture of upper end of right fibula,10926481000119102,SNOMED,lowleg_ankle
760282,Closed fracture of upper end of left fibula,10926521000119102,SNOMED,lowleg_ankle
760283,Closed fracture of epiphyseal plate of proximal right fibula,10926561000119107,SNOMED,lowleg_ankle
760284,Closed fracture of epiphyseal plate of proximal left fibula,10926601000119107,SNOMED,lowleg_ankle
765329,Closed fracture of right fibula,10926641000119109,SNOMED,lowleg_ankle
760285,Closed fracture of left fibula,10926681000119104,SNOMED,lowleg_ankle
760286,Closed fracture of shaft of first metacarpal bone of right hand,10926721000119105,SNOMED,hand
760287,Closed fracture of shaft of metacarpal bone of right hand,10926801000119108,SNOMED,hand
760288,Closed fracture of shaft of metacarpal bone of left hand,10926841000119105,SNOMED,hand
760289,Closed fracture of shaft of second metacarpal bone of right hand,10926881000119100,SNOMED,hand
760290,Closed fracture of shaft of second metacarpal bone of left hand,10926921000119107,SNOMED,hand
765330,Closed fracture of shaft of third metacarpal of right hand,10926961000119102,SNOMED,hand
760291,Closed fracture of shaft of third metacarpal of left hand,10927001000119102,SNOMED,hand
760292,Closed fracture of shaft of fourth metacarpal bone of right hand,10927041000119100,SNOMED,hand
760293,Closed fracture of shaft of fourth metacarpal of left hand,10927081000119105,SNOMED,hand
760294,Closed fracture of shaft of fifth metacarpal of right hand,10927121000119107,SNOMED,hand
760295,Closed fracture of shaft of fifth metacarpal bone of left hand,10927161000119102,SNOMED,hand
760296,Closed fracture of neck of first metacarpal of left hand,10927241000119109,SNOMED,hand
760297,Closed fracture of second metacarpal bone of right hand,10927281000119104,SNOMED,hand
765331,Closed fracture of second metacarpal of left hand,10927321000119109,SNOMED,hand
765001,Closed fracture of third metacarpal bone of right hand,10927361000119104,SNOMED,hand
765890,Closed fracture of third metacarpal bone of left hand,10927401000119108,SNOMED,hand
760298,Closed fracture of fourth metacarpal bone of right hand,10927441000119105,SNOMED,hand
760299,Closed fracture of fourth metacarpal of left hand,10927481000119100,SNOMED,hand
760300,Closed fracture of fifth metacarpal bone of right hand,10927521000119100,SNOMED,hand
765002,Closed fracture of fifth metacarpal bone of left hand,10927561000119105,SNOMED,hand
760301,Closed fracture of neck of second metacarpal bone of right hand,10927601000119105,SNOMED,hand
760302,Closed fracture of neck of second metacarpal of left hand,10927641000119107,SNOMED,hand
760303,Closed fracture of neck of third metacarpal bone of right hand,10927681000119102,SNOMED,hand
760304,Closed fracture of neck of third metacarpal of left hand,10927721000119108,SNOMED,hand
760305,Closed fracture of neck of fourth metacarpal bone of right hand,10927761000119103,SNOMED,hand
765008,Closed fracture of neck of fourth metacarpal of left hand,10927801000119106,SNOMED,hand
765332,Closed fracture of neck of fifth metacarpal bone of right hand,10927841000119108,SNOMED,hand
760306,Closed fracture of neck of fifth metacarpal bone of left hand,10927881000119103,SNOMED,hand
760307,Closed fracture of first metacarpal bone of right hand,10927921000119105,SNOMED,hand
760308,Closed fracture of first metacarpal bone of left hand,10927961000119100,SNOMED,hand
760309,Closed fracture of neck of metacarpal bone of right hand,10928001000119103,SNOMED,hand
760310,Closed fracture of neck of metacarpal bone of left hand,10928041000119101,SNOMED,hand
760311,Closed fracture of anatomical neck of proximal right humerus,10928081000119106,SNOMED,humerus_elbow
760312,Closed fracture of anatomical neck of proximal left humerus,10928121000119108,SNOMED,humerus_elbow
760313,Closed fracture of surgical neck of right humerus,10928161000119103,SNOMED,humerus_elbow
760314,Closed fracture of surgical neck of left humerus,10928201000119108,SNOMED,humerus_elbow
760315,Closed fracture of greater tuberosity of proximal right humerus,10928241000119105,SNOMED,humerus_elbow
760316,Closed fracture of greater tuberosity of proximal left humerus,10928281000119100,SNOMED,humerus_elbow
760317,Closed fracture of proximal right humerus,10928321000119105,SNOMED,humerus_elbow
760318,Closed fracture of proximal left humerus,10928361000119100,SNOMED,humerus_elbow
760319,Closed fracture of lesser tuberosity of right humerus,10928401000119109,SNOMED,humerus_elbow
760320,Closed fracture of lesser tuberosity of left humerus,10928441000119106,SNOMED,humerus_elbow
760321,Closed fracture of shaft of right humerus,10928481000119101,SNOMED,humerus_elbow
760322,Closed fracture of shaft of left humerus,10928521000119101,SNOMED,humerus_elbow
760323,Closed fracture of medial condyle of right humerus,10928561000119106,SNOMED,humerus_elbow
760324,Closed fracture of medial condyle of left humerus,10928601000119106,SNOMED,humerus_elbow
760325,Closed fracture of lateral condyle of distal right humerus,10928641000119108,SNOMED,humerus_elbow
760326,Closed fracture of lateral condyle of distal left humerus,10928681000119103,SNOMED,humerus_elbow
760327,Closed fracture of lateral epicondyle of distal end of right humerus,10928721000119109,SNOMED,humerus_elbow
760328,Closed fracture of lateral epicondyle of distal end of left humerus,10928761000119104,SNOMED,humerus_elbow
765333,Closed fracture of medial epicondyle of right humerus,10928801000119107,SNOMED,humerus_elbow
760329,Closed fracture of medial epicondyle of left humerus,10928841000119109,SNOMED,humerus_elbow
760330,Closed supracondylar fracture of right humerus,10928881000119104,SNOMED,humerus_elbow
760331,Closed supracondylar fracture of left humerus,10928921000119106,SNOMED,humerus_elbow
760332,Closed fracture of distal end of right humerus,10928961000119101,SNOMED,humerus_elbow
760333,Closed fracture of distal end of left humerus,10929001000119108,SNOMED,humerus_elbow
760334,Closed fracture of epiphyseal plate of distal end of right humerus,10929041000119105,SNOMED,humerus_elbow
760335,Closed fracture of epiphyseal plate of distal left humerus,10929081000119100,SNOMED,humerus_elbow
760336,Closed transcondylar fracture of distal right humerus,10929121000119103,SNOMED,humerus_elbow
765334,Closed transcondylar fracture of distal left humerus,10929161000119108,SNOMED,humerus_elbow
765009,Closed fracture of right humerus,10929201000119103,SNOMED,humerus_elbow
760337,Closed fracture of left humerus,10929241000119101,SNOMED,humerus_elbow
760338,Closed fracture of shaft of right clavicle,10929281000119106,SNOMED,clav_scap
760339,Closed fracture of shaft of left clavicle,10929321000119101,SNOMED,clav_scap
760340,Closed fracture of acromial end of right clavicle,10929361000119106,SNOMED,clav_scap
760341,Closed fracture of acromial end of left clavicle,10929401000119102,SNOMED,clav_scap
760342,Closed fracture of sternal end of right clavicle,10929441000119100,SNOMED,clav_scap
760343,Closed fracture of sternal end of left clavicle,10929481000119105,SNOMED,clav_scap
760344,Closed fracture of left clavicle,10929521000119105,SNOMED,clav_scap
765335,Closed fracture of right talus,10929561000119100,SNOMED,foot
